Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
31;splaySort;Ordered;100;0.19;596;898
31;splaySort;Ordered;10;0.355;56;88
31;splaySort;Ordered;1000;0.229;5996;8998
31;splaySort;Ordered;10000;1.203;59996;89998
31;splaySort;OrderedInverse;10;0.026;56;88
31;splaySort;OrderedInverse;100;0.016;596;898
31;splaySort;OrderedInverse;1000;0.236;5996;8998
31;splaySort;OrderedInverse;10000;0.904;59996;89998
31;splaySort;AlmostOrdered;10;0.003;71;109
31;splaySort;AlmostOrdered;100;0.196;1270;1928
31;splaySort;AlmostOrdered;1000;0.433;21863;33155
31;splaySort;AlmostOrdered;10000;2.934;317664;480838
31;splaySort;Random;10;0.024;107;166
31;splaySort;Random;100;0.086;2568;3915
31;splaySort;Random;1000;0.822;43367;65695
31;splaySort;Random;10000;5.782;631045;956302
