Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
9;insertionSort;Ordered;10;0.004;27;27
9;insertionSort;Ordered;100;0.002;297;297
9;insertionSort;Ordered;1000;0.006;2997;2997
9;insertionSort;Ordered;10000;0.04;29997;29997
9;insertionSort;OrderedInverse;10;0.002;99;108
9;insertionSort;OrderedInverse;100;0.031;9999;10098
9;insertionSort;OrderedInverse;1000;1.782;999999;1000998
9;insertionSort;OrderedInverse;10000;181.19;99999999;100009998
9;insertionSort;AlmostOrdered;10;0.005;43;43
9;insertionSort;AlmostOrdered;100;0.063;1443;1443
9;insertionSort;AlmostOrdered;1000;0.573;129119;129119
9;insertionSort;AlmostOrdered;10000;23.084;12519899;12519899
9;insertionSort;Random;10;0.004;85;89
9;insertionSort;Random;100;0.013;4981;4985
9;insertionSort;Random;1000;0.926;507153;507161
9;insertionSort;Random;10000;89.788;50328081;50328094
