Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
23;insertionSort;Ordered;10;0.002;27;27
23;insertionSort;Ordered;1000;0.005;2997;2997
23;insertionSort;Ordered;100;0.004;297;297
23;insertionSort;Ordered;10000;0.072;29997;29997
23;insertionSort;OrderedInverse;10;0.002;99;108
23;insertionSort;OrderedInverse;100;0.086;9999;10098
23;insertionSort;OrderedInverse;1000;1.892;999999;1000998
23;insertionSort;OrderedInverse;10000;170.596;99999999;100009998
23;insertionSort;AlmostOrdered;10;0.009;39;39
23;insertionSort;AlmostOrdered;100;0.01;1515;1515
23;insertionSort;AlmostOrdered;1000;0.371;122459;122459
23;insertionSort;AlmostOrdered;10000;21.408;12468251;12468251
23;insertionSort;Random;10;0.003;63;64
23;insertionSort;Random;100;0.134;5219;5224
23;insertionSort;Random;1000;1.099;484911;484918
23;insertionSort;Random;10000;85.65;49890971;49890980
