Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
49;splaySort;Ordered;10;0.02;56;88
49;splaySort;Ordered;100;0.01;596;898
49;splaySort;Ordered;1000;0.176;5996;8998
49;splaySort;Ordered;10000;0.984;59996;89998
49;splaySort;OrderedInverse;10;0.003;56;88
49;splaySort;OrderedInverse;100;0.027;596;898
49;splaySort;OrderedInverse;1000;0.187;5996;8998
49;splaySort;OrderedInverse;10000;0.847;59996;89998
49;splaySort;AlmostOrdered;10;0.004;71;109
49;splaySort;AlmostOrdered;100;0.108;1347;2039
49;splaySort;AlmostOrdered;1000;0.276;21961;33331
49;splaySort;AlmostOrdered;10000;2.801;316432;479423
49;splaySort;Random;10;0.004;92;140
49;splaySort;Random;100;0.09;2470;3766
49;splaySort;Random;1000;0.383;43614;66020
49;splaySort;Random;10000;5.438;632298;958340
