Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
43;heapSort;Ordered;10;0.031;47;151
43;heapSort;Ordered;100;0.22;966;2732
43;heapSort;Ordered;1000;0.733;14852;39058
43;heapSort;Ordered;10000;59.838;197606;510854
43;heapSort;OrderedInverse;10;0.005;43;119
43;heapSort;OrderedInverse;100;0.048;872;2280
43;heapSort;OrderedInverse;1000;0.685;13613;33895
43;heapSort;OrderedInverse;10000;58.564;186205;456269
43;heapSort;AlmostOrdered;10;0.024;45;157
43;heapSort;AlmostOrdered;100;0.096;936;2640
43;heapSort;AlmostOrdered;1000;0.767;14362;37836
43;heapSort;AlmostOrdered;10000;58.486;193032;494772
43;heapSort;Random;10;0.008;47;133
43;heapSort;Random;100;0.184;925;2511
43;heapSort;Random;1000;0.877;14313;36751
43;heapSort;Random;10000;59.369;193317;484759
