Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
5;insertionSort;Ordered;10;0.003;27;27
5;insertionSort;Ordered;100;0.003;297;297
5;insertionSort;Ordered;1000;0.01;2997;2997
5;insertionSort;Ordered;10000;0.074;29997;29997
5;insertionSort;OrderedInverse;10;0.001;99;108
5;insertionSort;OrderedInverse;100;0.173;9999;10098
5;insertionSort;OrderedInverse;1000;1.774;999999;1000998
5;insertionSort;OrderedInverse;10000;170.863;99999999;100009998
5;insertionSort;AlmostOrdered;10;0.003;35;35
5;insertionSort;AlmostOrdered;100;0.006;1419;1419
5;insertionSort;AlmostOrdered;1000;0.417;131049;131049
5;insertionSort;AlmostOrdered;10000;21.453;12503983;12503983
5;insertionSort;Random;100;0.078;4867;4871
5;insertionSort;Random;10;0.003;77;81
5;insertionSort;Random;1000;1.084;491477;491480
5;insertionSort;Random;10000;86.061;50225599;50225603
