Iteration;Algorithm;DatasetName;DatasetSize;Time;Counter Comparisons;Counter Movements
34;insertionSort;Ordered;100;0.021;297;297
34;insertionSort;Ordered;10;0.002;27;27
34;insertionSort;Ordered;1000;0.012;2997;2997
34;insertionSort;Ordered;10000;0.037;29997;29997
34;insertionSort;OrderedInverse;100;0.062;9999;10098
34;insertionSort;OrderedInverse;10;0.085;99;108
34;insertionSort;OrderedInverse;1000;1.9;999999;1000998
34;insertionSort;OrderedInverse;10000;171.338;99999999;100009998
34;insertionSort;AlmostOrdered;10;0.003;37;37
34;insertionSort;AlmostOrdered;100;0.04;1625;1625
34;insertionSort;AlmostOrdered;1000;0.28;134251;134251
34;insertionSort;AlmostOrdered;10000;21.381;12453779;12453779
34;insertionSort;Random;10;0.002;87;90
34;insertionSort;Random;100;0.045;5191;5194
34;insertionSort;Random;1000;1.03;502205;502209
34;insertionSort;Random;10000;87.144;50652783;50652794
